date,time,lower,upper
2010-03-16,23,0.01,0.01
2010-03-16,24,0.01,0.01
2010-03-17,1,0.01,0.01
2010-03-17,2,0.01,0.01
2010-03-17,3,0.01,0.01
2010-03-17,4,0.01,0.01
2010-03-17,5,0.01,0.01
2010-03-17,6,0.01,0.01
2010-03-17,7,0.01,0.01
2010-03-17,8,0.01,0.01
2010-03-17,9,0.01,0.01
2010-03-17,10,0.01,0.01
2010-03-17,11,0.01,0.01
2010-03-17,12,0.01,0.01
2010-03-17,13,0.01,0.01
2010-03-17,14,0.01,0.01
2010-03-17,15,0.01,0.01
2010-03-17,16,0.01,0.01
2010-03-17,17,0.01,0.01
2010-03-17,18,0.01,0.01
2010-03-17,19,0.01,0.01
2010-03-17,20,0.01,0.01
2010-03-17,21,0.01,0.01
2010-03-17,22,0.01,0.01
2010-03-17,23,0.01,0.01
2010-03-17,24,0.01,0.01
2010-03-18,1,0.01,0.01
2010-03-18,2,0.01,0.01
2010-03-18,3,0.01,0.01
2010-03-18,4,0.01,0.01
2010-03-18,5,0.01,0.01
2010-03-18,6,0.01,0.01
2010-03-18,7,0.01,0.01
2010-03-18,8,0.01,0.01
2010-03-18,9,0.01,0.01
2010-03-18,10,0.01,0.01
2010-03-18,11,0.01,0.01
2010-03-18,12,0.01,0.01
2010-03-18,13,0.01,0.01
2010-03-18,14,0.01,0.01
2010-03-18,15,0.01,0.01
2010-03-18,16,0.01,0.01
2010-03-18,17,0.01,0.01
2010-03-18,18,0.01,0.01
2010-03-18,19,0.01,0.01
2010-03-18,20,0.01,0.01
2010-03-18,21,0.01,0.01
2010-03-18,22,0.01,0.01
2010-03-18,23,0.01,0.01
2010-03-18,24,0.01,0.01
2010-03-19,1,0.01,0.01
2010-03-19,2,0.01,0.01
2010-03-19,3,0.01,0.01
2010-03-19,4,0.01,0.01
2010-03-19,5,0.01,0.01
2010-03-19,6,0.01,0.01
2010-03-19,7,0.01,0.01
2010-03-19,8,0.01,0.01
2010-03-19,9,0.01,0.01
2010-03-19,10,0.01,0.01
2010-03-19,11,0.224,0.282
2010-03-19,12,0.193,0.198
2010-03-19,13,0.201,0.207
2010-03-19,14,0.176,0.194
2010-03-19,15,0.19,0.195
2010-03-19,16,0.177,0.183
2010-03-19,17,0.248,0.311
2010-03-19,18,0.21,0.223
2010-03-19,19,0.203,0.203
2010-03-19,20,0.053,0.103
2010-03-19,21,0.735,2.175
2010-03-19,22,0.765,2.27
2010-03-19,23,0.125,0.126
2010-03-19,24,0.123,0.124
2010-03-20,1,0.124,0.24
2010-03-20,2,0.283,0.457
2010-03-20,3,0.66,0.747
2010-03-20,4,0.208,0.257
2010-03-20,5,0.199,0.2
2010-03-20,6,0.19,0.198
2010-03-20,7,0.181,0.192
2010-03-20,8,0.198,0.2
2010-03-20,9,0.198,0.297
2010-03-20,10,0.348,0.36
2010-03-20,11,0.249,0.345
2010-03-20,12,0.304,0.326
2010-03-20,13,0.252,0.276
2010-03-20,14,0.127,0.19
2010-03-20,15,0.126,0.127
2010-03-20,16,0.115,1.237
2010-03-20,17,1.121,10.404
2010-03-20,18,0.361,0.58
2010-03-20,19,0.359,0.359
2010-03-20,20,0.192,0.267
2010-03-20,21,0.216,0.218
2010-03-20,22,0.215,0.218
2010-03-20,23,0.194,0.205
2010-03-20,24,0.212,0.214
2010-03-21,1,0.216,0.318
2010-03-21,2,0.368,0.375
2010-03-21,3,0.473,0.525
2010-03-21,4,0.296,0.375
2010-03-21,5,0.248,0.292
2010-03-21,6,0.213,0.238
2010-03-21,7,0.187,0.235
2010-03-21,8,0.159,0.182
2010-03-21,9,0.186,0.294
2010-03-21,10,0.303,0.339
2010-03-21,11,0.331,0.336
2010-03-21,12,0.305,0.339
2010-03-21,13,0.287,7.946
2010-03-21,14,0.231,3.187
2010-03-21,15,0.01,0.03
2010-03-21,16,0.01,0.01
2010-03-21,17,0.01,0.01
2010-03-21,18,0.01,0.01
2010-03-21,19,0.01,0.01
2010-03-21,20,0.01,0.01
2010-03-21,21,0.01,0.01
2010-03-21,22,0.01,0.01
2010-03-21,23,0.01,0.01
2010-03-21,24,0.01,0.01
2010-03-22,1,0.01,0.01
2010-03-22,2,0.01,0.01
2010-03-22,3,0.01,0.01
2010-03-22,4,0.01,0.01
2010-03-22,5,0.01,0.01
2010-03-22,6,0.01,0.01
2010-03-22,7,0.01,0.01
2010-03-22,8,0.01,0.01
2010-03-22,9,0.01,0.01
2010-03-22,10,0.01,0.01
2010-03-22,11,0.01,0.01
2010-03-22,12,0.01,0.01
2010-03-22,13,0.01,0.01
2010-03-22,14,0.736,0.924
2010-03-22,15,0.01,0.01
2010-03-22,16,0.01,0.01
2010-03-22,17,0.01,0.01
2010-03-22,18,0.01,0.01
2010-03-22,19,0.01,0.01
2010-03-22,20,0.01,0.01
2010-03-22,21,0.01,0.01
2010-03-22,22,0.01,0.01
2010-03-22,23,0.01,0.01
2010-03-22,24,0.01,0.01
2010-03-23,1,0.01,0.01
2010-03-23,2,0.01,0.01
2010-03-23,3,0.01,0.01
2010-03-23,4,0.01,0.01
2010-03-23,5,0.01,0.01
2010-03-23,6,0.01,0.01
2010-03-23,7,0.01,0.01
2010-03-23,8,0.01,0.01
2010-03-23,9,0.01,0.01
2010-03-23,10,0.01,0.01
2010-03-23,11,0.01,0.01
2010-03-23,12,0.01,0.01
2010-03-23,13,0.01,0.01
2010-03-23,14,0.01,0.01
2010-03-23,15,0.01,0.01
2010-03-23,16,0.01,0.01
2010-03-23,17,0.01,0.01
2010-03-23,18,0.01,0.01
2010-03-23,19,0.01,0.01
2010-03-23,20,0.01,0.01
2010-03-23,21,0.01,0.01
2010-03-23,22,0.01,0.01
2010-03-23,23,0.01,0.01
2010-03-23,24,0.01,0.01
2010-03-24,1,0.01,0.01
2010-03-24,2,0.01,0.01
2010-03-24,3,0.01,0.01
2010-03-24,4,0.01,0.01
2010-03-24,5,0.01,0.01
2010-03-24,6,0.01,0.01
2010-03-24,7,0.01,0.01
2010-03-24,8,0.01,0.01
2010-03-24,9,0.01,0.01
2010-03-24,10,0.01,0.01
2010-03-24,11,0.01,0.01
2010-03-24,12,0.01,0.01
2010-03-24,13,0.01,0.01
2010-03-24,14,0.01,0.01
2010-03-24,15,0.01,0.01
2010-03-24,16,0.01,0.01
2010-03-24,17,0.01,0.01
2010-03-24,18,0.01,0.01
2010-03-24,19,0.01,0.01
2010-03-24,20,0.01,0.01
2010-03-24,21,0.01,0.01
2010-03-24,22,0.01,0.01
2010-03-24,23,0.01,0.01
2010-03-24,24,0.01,0.01
2010-03-25,1,0.01,0.01
2010-03-25,2,0.01,0.01
2010-03-25,3,0.01,0.01
2010-03-25,4,0.01,0.01
2010-03-25,5,0.01,0.01
2010-03-25,6,0.01,0.01
2010-03-25,7,0.01,0.01
2010-03-25,8,0.01,0.01
2010-03-25,9,0.01,0.01
2010-03-25,10,0.01,0.01
2010-03-25,11,0.01,0.01
2010-03-25,12,0.01,0.01
2010-03-25,13,0.01,0.01
2010-03-25,14,0.01,0.01
2010-03-25,15,0.01,0.01
2010-03-25,16,0.01,0.01
2010-03-25,17,0.01,0.01
2010-03-25,18,0.01,0.01
2010-03-25,19,0.01,0.01
2010-03-25,20,0.01,0.01
2010-03-25,21,0.01,0.01
2010-03-25,22,0.01,0.01
2010-03-25,23,0.01,0.01
2010-03-25,24,0.01,0.01
2010-03-26,1,0.01,0.01
2010-03-26,2,0.01,0.01
2010-03-26,3,0.01,0.01
2010-03-26,4,0.01,0.01
2010-03-26,5,0.01,0.01
2010-03-26,6,0.01,0.01
2010-03-26,7,0.01,0.01
2010-03-26,8,0.01,0.01
2010-03-26,9,0.01,0.01
2010-03-26,10,0.01,0.01
2010-03-26,11,0.01,0.01
2010-03-26,12,0.01,0.01
2010-03-26,13,0.01,0.01
2010-03-26,14,0.01,0.01
2010-03-26,15,0.01,0.01
2010-03-26,16,0.01,0.01
2010-03-26,17,0.01,0.01
2010-03-26,18,0.01,0.01
2010-03-26,19,0.01,0.01
2010-03-26,20,0.01,0.01
2010-03-26,21,0.01,0.01
2010-03-26,22,0.01,0.01
2010-03-26,23,0.01,0.01
2010-03-26,24,0.01,0.01
2010-03-27,1,0.01,0.01
2010-03-27,2,0.01,0.01
2010-03-27,3,0.01,0.01
2010-03-27,4,0.01,0.01
2010-03-27,5,0.01,0.01
2010-03-27,6,0.01,0.01
2010-03-27,7,0.01,0.01
2010-03-27,8,0.01,0.01
2010-03-27,9,0.01,0.01
2010-03-27,10,0.01,0.01
2010-03-27,11,0.01,0.01
2010-03-27,12,0.01,0.01
2010-03-27,13,0.01,0.01
2010-03-27,14,0.01,0.01
2010-03-27,15,0.01,0.01
2010-03-27,16,0.01,0.01
2010-03-27,17,0.01,0.01
2010-03-27,18,0.01,0.01
2010-03-27,19,0.01,0.01
2010-03-27,20,0.01,0.01
2010-03-27,21,0.01,0.01
2010-03-27,22,0.01,0.01
2010-03-27,23,0.01,0.01
2010-03-27,24,0.01,0.01
2010-03-28,1,0.0,0.01
2010-03-28,2,0.0,0.01
2010-03-28,3,0.01,0.01
2010-03-28,4,0.01,0.01
2010-03-28,5,0.01,0.01
2010-03-28,6,0.01,0.01
2010-03-28,7,0.01,0.01
2010-03-28,8,0.01,0.01
2010-03-28,9,0.01,0.01
2010-03-28,10,0.01,0.01
2010-03-28,11,0.01,0.01
2010-03-28,12,0.01,0.01
2010-03-28,13,0.01,0.01
2010-03-28,14,0.01,0.01
2010-03-28,15,0.01,0.01
2010-03-28,16,0.01,0.01
2010-03-28,17,0.01,0.01
2010-03-28,18,0.01,0.01
2010-03-28,19,0.01,0.01
2010-03-28,20,0.01,0.01
2010-03-28,21,0.01,0.01
2010-03-28,22,0.01,0.01
2010-03-28,23,0.01,0.01
2010-03-28,24,0.01,0.01
2010-03-29,1,0.01,0.01
2010-03-29,2,0.01,0.01
2010-03-29,3,0.01,0.01
2010-03-29,4,0.011,0.011
2010-03-29,5,0.011,0.011
2010-03-29,6,0.011,0.011
2010-03-29,7,0.01,0.01
2010-03-29,8,0.01,0.01
2010-03-29,9,0.01,0.01
2010-03-29,10,0.01,0.01
2010-03-29,11,0.01,0.01
2010-03-29,12,0.01,0.01
2010-03-29,13,0.01,0.01
2010-03-29,14,0.01,0.01
2010-03-29,15,0.01,0.01
2010-03-29,16,0.01,0.01
2010-03-29,17,0.01,0.01
2010-03-29,18,0.01,0.01
2010-03-29,19,0.01,0.01
2010-03-29,20,0.01,0.01
2010-03-29,21,0.01,0.01
2010-03-29,22,0.01,0.01
2010-03-29,23,0.01,0.01
2010-03-29,24,0.01,0.01
2010-03-30,1,0.01,0.01
2010-03-30,2,0.01,0.01
2010-03-30,3,0.01,0.01
2010-03-30,4,0.01,0.01
2010-03-30,5,0.01,0.01
2010-03-30,6,0.01,0.01
2010-03-30,7,0.01,0.01
2010-03-30,8,0.01,0.01
2010-03-30,9,0.01,0.01
2010-03-30,10,0.01,0.01
2010-03-30,11,0.01,0.01
2010-03-30,12,0.01,0.01
2010-03-30,13,0.01,0.01
2010-03-30,14,0.01,0.01
2010-03-30,15,0.01,0.01
2010-03-30,16,0.01,0.01
2010-03-30,17,0.01,0.01
2010-03-30,18,0.01,0.01
2010-03-30,19,0.01,0.01
2010-03-30,20,0.01,0.01
2010-03-30,21,0.01,0.01
2010-03-30,22,0.01,0.01
2010-03-30,23,0.01,0.01
2010-03-30,24,0.01,0.01
2010-03-31,1,0.01,0.01
2010-03-31,2,0.01,0.01
2010-03-31,3,0.01,0.01
2010-03-31,4,0.01,0.01
2010-03-31,5,0.01,0.01
2010-03-31,6,0.01,0.01
2010-03-31,7,0.01,0.01
2010-03-31,8,0.01,0.01
2010-03-31,9,0.01,0.01
2010-03-31,10,0.01,0.01
2010-03-31,11,0.01,0.01
2010-03-31,12,0.01,0.01
2010-03-31,13,0.01,0.01
2010-03-31,14,0.01,0.01
2010-03-31,15,0.01,0.01
2010-03-31,16,0.01,0.01
2010-03-31,17,0.01,0.01
2010-03-31,18,0.01,0.01
2010-03-31,19,0.01,0.01
2010-03-31,20,0.01,0.01
2010-03-31,21,0.01,0.01
2010-03-31,22,0.01,0.01
2010-03-31,23,0.01,0.01
2010-03-31,24,0.01,0.01
2010-04-01,1,0.01,0.01
2010-04-01,2,0.01,0.01
2010-04-01,3,0.01,0.01
2010-04-01,4,0.01,0.01
2010-04-01,5,0.01,0.01
2010-04-01,6,0.01,0.01
2010-04-01,7,0.01,0.01
2010-04-01,8,0.01,0.01
2010-04-01,9,0.01,0.01
2010-04-01,10,0.01,0.01
2010-04-01,11,0.01,0.01
2010-04-01,12,0.01,0.01
2010-04-01,13,0.01,0.01
2010-04-01,14,0.01,0.01
2010-04-01,15,0.01,0.01
2010-04-01,16,0.01,0.01
2010-04-01,17,0.01,0.01
2010-04-01,18,0.01,0.01
2010-04-01,19,0.01,0.01
2010-04-01,20,0.01,0.01
2010-04-01,21,0.01,0.01
2010-04-01,22,0.01,0.01
2010-04-01,23,0.01,0.01
2010-04-01,24,0.01,0.01
2010-04-02,1,0.01,0.01
2010-04-02,2,0.01,0.01
2010-04-02,3,0.01,0.01
2010-04-02,4,0.01,0.01
2010-04-02,5,0.01,0.01
2010-04-02,6,0.01,0.01
2010-04-02,7,0.01,0.01
2010-04-02,8,0.01,0.01
2010-04-02,9,0.01,0.01
2010-04-02,10,0.01,0.01
2010-04-02,11,0.01,0.01
2010-04-02,12,0.01,0.01
2010-04-02,13,0.01,0.01
2010-04-02,14,0.01,0.01
2010-04-02,15,0.01,0.01
2010-04-02,16,0.01,0.01
2010-04-02,17,0.01,0.01
2010-04-02,18,0.01,0.01
2010-04-02,19,0.01,0.01
2010-04-02,20,0.01,0.01
2010-04-02,21,0.01,0.01
2010-04-02,22,0.01,0.01
2010-04-02,23,0.01,0.01
2010-04-02,24,0.01,0.01
2010-04-03,1,0.01,0.01
2010-04-03,2,0.01,0.01
2010-04-03,3,0.01,0.01
2010-04-03,4,0.01,0.01
2010-04-03,5,0.01,0.01
2010-04-03,6,0.01,0.01
2010-04-03,7,0.01,0.01
2010-04-03,8,0.01,0.01
2010-04-03,9,0.01,0.01
2010-04-03,10,0.01,0.01
2010-04-03,11,0.01,0.01
2010-04-03,12,0.01,0.01
2010-04-03,13,0.01,0.01
2010-04-03,14,0.01,0.01
2010-04-03,15,0.01,0.01
2010-04-03,16,0.01,0.01
2010-04-03,17,0.01,0.01
2010-04-03,18,0.01,0.01
2010-04-03,19,0.01,0.01
2010-04-03,20,0.01,0.01
2010-04-03,21,0.01,0.01
2010-04-03,22,0.01,0.01
2010-04-03,23,0.01,0.01
2010-04-03,24,0.01,0.01
2010-04-04,1,0.01,0.01
2010-04-04,2,0.01,0.01
2010-04-04,3,0.01,0.01
2010-04-04,4,0.01,0.01
2010-04-04,5,0.01,0.01
2010-04-04,6,0.01,0.01
2010-04-04,7,0.01,0.01
2010-04-04,8,0.01,0.01
2010-04-04,9,0.01,0.01
2010-04-04,10,0.01,0.01
2010-04-04,11,0.01,0.01
2010-04-04,12,0.01,0.01
2010-04-04,13,0.01,0.01
2010-04-04,14,0.01,0.01
2010-04-04,15,0.01,0.01
2010-04-04,16,0.01,0.01
2010-04-04,17,0.01,0.01
2010-04-04,18,0.01,0.01
2010-04-04,19,0.01,0.01
2010-04-04,20,0.01,0.01
2010-04-04,21,0.01,0.01
2010-04-04,22,0.01,0.01
2010-04-04,23,0.01,0.01
2010-04-04,24,0.01,0.01
2010-04-05,1,0.01,0.01
2010-04-05,2,0.01,0.01
2010-04-05,3,0.01,0.01
2010-04-05,4,0.01,0.01
2010-04-05,5,0.01,0.01
2010-04-05,6,0.01,0.01
2010-04-05,7,0.01,0.01
2010-04-05,8,0.01,0.01
2010-04-05,9,0.01,0.01
2010-04-05,10,0.01,0.01
2010-04-05,11,0.01,0.01
2010-04-05,12,0.01,0.01
2010-04-05,13,0.01,0.01
2010-04-05,14,0.01,0.01
2010-04-05,15,0.01,0.01
2010-04-05,16,0.01,0.01
2010-04-05,17,0.01,0.01
2010-04-05,18,0.01,0.01
2010-04-05,19,0.01,0.01
2010-04-05,20,0.01,0.01
2010-04-05,21,0.01,0.01
2010-04-05,22,0.01,0.01
2010-04-05,23,0.01,0.01
2010-04-05,24,0.01,0.01
2010-04-06,1,0.01,0.01
2010-04-06,2,0.01,0.01
2010-04-06,3,0.01,0.01
2010-04-06,4,0.01,0.01
2010-04-06,5,0.01,0.01
2010-04-06,6,0.01,0.01
2010-04-06,7,0.01,0.01
2010-04-06,8,0.01,0.01
2010-04-06,9,0.01,0.01
2010-04-06,10,0.01,0.01
2010-04-06,11,0.01,0.01
2010-04-06,12,0.01,0.01
2010-04-06,13,0.01,0.01
2010-04-06,14,0.01,0.01
2010-04-06,15,0.01,0.01
2010-04-06,16,0.01,0.01
2010-04-06,17,0.01,0.01
2010-04-06,18,0.01,0.01
2010-04-06,19,0.01,0.01
2010-04-06,20,0.01,0.01
2010-04-06,21,0.01,0.01
2010-04-06,22,0.01,0.01
2010-04-06,23,0.01,0.01
2010-04-06,24,0.01,0.01
2010-04-07,1,0.01,0.01
2010-04-07,2,0.01,0.01
2010-04-07,3,0.01,0.01
2010-04-07,4,0.01,0.01
2010-04-07,5,0.01,0.01
2010-04-07,6,0.01,0.01
2010-04-07,7,0.01,0.01
2010-04-07,8,0.01,0.01
2010-04-07,9,0.01,0.01
2010-04-07,10,0.01,0.01
2010-04-07,11,0.01,0.01
2010-04-07,12,0.01,0.01
2010-04-07,13,0.01,0.01
2010-04-07,14,0.01,0.01
2010-04-07,15,0.01,0.01
2010-04-07,16,0.01,0.01
2010-04-07,17,0.01,0.01
2010-04-07,18,0.01,0.01
2010-04-07,19,0.01,0.01
2010-04-07,20,0.01,0.01
2010-04-07,21,0.01,0.01
2010-04-07,22,0.01,0.01
2010-04-07,23,0.01,0.01
2010-04-07,24,0.01,0.01
2010-04-08,1,0.01,0.01
2010-04-08,2,0.01,0.01
2010-04-08,3,0.01,0.01
2010-04-08,4,0.01,0.01
2010-04-08,5,0.01,0.01
2010-04-08,6,0.01,0.01
2010-04-08,7,0.01,0.01
2010-04-08,8,0.01,0.01
2010-04-08,9,0.01,0.01
2010-04-08,10,0.01,0.01
2010-04-08,11,0.01,0.01
2010-04-08,12,0.01,0.01
2010-04-08,13,0.01,0.01
2010-04-08,14,0.01,0.01
2010-04-08,15,0.01,0.01
2010-04-08,16,0.01,0.01
2010-04-08,17,0.01,0.01
2010-04-08,18,0.01,0.01
2010-04-08,19,0.01,0.01
2010-04-08,20,0.01,0.01
2010-04-08,21,0.01,0.01
2010-04-08,22,0.01,0.01
2010-04-08,23,0.01,0.01
2010-04-08,24,0.01,0.01
2010-04-09,1,0.01,0.01
2010-04-09,2,0.01,0.01
2010-04-09,3,0.01,0.01
2010-04-09,4,0.01,0.01
2010-04-09,5,0.01,0.01
2010-04-09,6,0.01,0.01
2010-04-09,7,0.01,0.01
2010-04-09,8,0.01,0.01
2010-04-09,9,0.01,0.01
2010-04-09,10,0.01,0.01
2010-04-09,11,0.01,0.01
2010-04-09,12,0.01,0.01
2010-04-09,13,0.01,0.01
2010-04-09,14,0.01,0.01
2010-04-09,15,0.01,0.01
2010-04-09,16,0.01,0.01
2010-04-09,17,0.01,0.01
2010-04-09,18,0.01,0.01
2010-04-09,19,0.01,0.01
2010-04-09,20,0.01,0.01
2010-04-09,21,0.01,0.01
2010-04-09,22,0.01,0.01
2010-04-09,23,0.01,0.01
2010-04-09,24,0.01,0.01
2010-04-10,1,0.01,0.01
2010-04-10,2,0.01,0.01
2010-04-10,3,0.01,0.01
2010-04-10,4,0.01,0.01
2010-04-10,5,0.01,0.01
2010-04-10,6,0.01,0.01
2010-04-10,7,0.01,0.01
2010-04-10,8,0.01,0.01
2010-04-10,9,0.01,0.01
2010-04-10,10,0.01,0.01
2010-04-10,11,0.01,0.01
2010-04-10,12,0.01,0.01
2010-04-10,13,0.035,0.278
2010-04-10,14,0.197,0.217
2010-04-10,15,0.123,0.202
2010-04-10,16,0.099,0.567
2010-04-10,17,0.321,2.146
2010-04-10,18,1.496,1.904
2010-04-10,19,0.397,0.953
2010-04-10,20,0.097,0.101
2010-04-10,21,0.093,0.095
2010-04-10,22,0.094,0.094
2010-04-10,23,0.37,0.507
2010-04-10,24,0.468,0.503
2010-04-11,1,0.594,0.713
2010-04-11,2,0.704,0.749
2010-04-11,3,0.752,1.181
2010-04-11,4,0.829,0.898
2010-04-11,5,0.657,0.854
2010-04-11,6,0.202,0.203
2010-04-11,7,0.139,0.162
2010-04-11,8,0.138,0.189
2010-04-11,9,0.28,0.303
2010-04-11,10,0.481,0.611
2010-04-11,11,0.145,0.269
2010-04-11,12,0.478,0.882
2010-04-11,13,1.245,1.855
2010-04-11,14,0.625,1.693
2010-04-11,15,0.01,0.099
2010-04-11,16,0.01,0.01
2010-04-11,17,0.01,0.01
2010-04-11,18,0.01,0.01
2010-04-11,19,0.01,0.01
2010-04-11,20,0.01,0.01
2010-04-11,21,0.01,0.01
2010-04-11,22,0.01,0.01
2010-04-11,23,0.01,0.01
2010-04-11,24,0.01,0.01
2010-04-12,1,0.01,0.01
2010-04-12,2,0.01,0.01
2010-04-12,3,0.01,0.01
2010-04-12,4,0.01,0.01
2010-04-12,5,0.01,0.01
2010-04-12,6,0.01,0.01
2010-04-12,7,0.01,0.01
2010-04-12,8,0.01,0.01
2010-04-12,9,0.01,0.01
2010-04-12,10,0.01,0.01
2010-04-12,11,0.01,0.01
2010-04-12,12,0.01,0.01
2010-04-12,13,0.01,0.01
2010-04-12,14,0.031,0.774
2010-04-12,15,0.01,0.01
2010-04-12,16,0.01,0.01
2010-04-12,17,0.01,0.01
2010-04-12,18,0.01,0.01
2010-04-12,19,0.01,0.01
2010-04-12,20,0.01,0.01
2010-04-12,21,0.01,0.01
2010-04-12,22,0.01,0.01
2010-04-12,23,0.01,0.01
2010-04-12,24,0.01,0.01
2010-04-13,1,0.01,0.01
2010-04-13,2,0.01,0.01
2010-04-13,3,0.01,0.01
2010-04-13,4,0.01,0.01
2010-04-13,5,0.01,0.01
2010-04-13,6,0.01,0.01
2010-04-13,7,0.01,0.01
2010-04-13,8,0.01,0.01
2010-04-13,9,0.01,0.01
2010-04-13,10,0.01,0.01
2010-04-13,11,0.01,0.01
2010-04-13,12,0.01,0.01
2010-04-13,13,0.01,0.01
2010-04-13,14,0.01,0.01
2010-04-13,15,0.01,0.01
2010-04-13,16,0.01,0.01
2010-04-13,17,0.01,0.01
2010-04-13,18,0.01,0.01
2010-04-13,19,0.01,0.01
2010-04-13,20,0.01,0.01
2010-04-13,21,0.01,0.01
2010-04-13,22,0.01,0.01
2010-04-13,23,0.01,0.01
2010-04-13,24,0.01,0.01
2010-04-14,1,0.01,0.01
2010-04-14,2,0.01,0.01
2010-04-14,3,0.01,0.01
2010-04-14,4,0.01,0.01
2010-04-14,5,0.01,0.01
2010-04-14,6,0.01,0.01
2010-04-14,7,0.01,0.01
2010-04-14,8,0.01,0.01
2010-04-14,9,0.01,0.01
2010-04-14,10,0.01,0.01
2010-04-14,11,0.01,0.01
2010-04-14,12,0.01,0.01
2010-04-14,13,0.01,0.01
2010-04-14,14,0.01,0.01
2010-04-14,15,0.01,0.01
2010-04-14,16,0.01,0.01
2010-04-14,17,0.01,0.01
2010-04-14,18,0.01,0.01
2010-04-14,19,0.01,0.01
2010-04-14,20,0.01,0.01
2010-04-14,21,0.01,0.01
2010-04-14,22,0.01,0.01
2010-04-14,23,0.01,0.01
2010-04-14,24,0.01,0.01
2010-04-15,1,0.01,0.01
2010-04-15,2,0.01,0.01
2010-04-15,3,0.01,0.01
2010-04-15,4,0.01,0.01
2010-04-15,5,0.01,0.01
2010-04-15,6,0.01,0.01
2010-04-15,7,0.01,0.01
2010-04-15,8,0.01,0.01
2010-04-15,9,0.01,0.01
2010-04-15,10,0.01,0.01
2010-04-15,11,0.01,0.01
2010-04-15,12,0.01,0.01
2010-04-15,13,0.01,0.01
2010-04-15,14,0.01,0.01
2010-04-15,15,0.01,0.01
2010-04-15,16,0.01,0.01
2010-04-15,17,0.01,0.01
2010-04-15,18,0.01,0.01
2010-04-15,19,0.01,0.01
2010-04-15,20,0.01,0.01
2010-04-15,21,0.01,0.01
2010-04-15,22,0.01,0.01
2010-04-15,23,0.01,0.01
2010-04-15,24,0.01,0.01
2010-04-16,1,0.01,0.01
2010-04-16,2,0.01,0.01
2010-04-16,3,0.01,0.01
2010-04-16,4,0.01,0.01
2010-04-16,5,0.01,0.01
2010-04-16,6,0.01,0.01
2010-04-16,7,0.01,0.01
2010-04-16,8,0.01,0.01
2010-04-16,9,0.01,0.01
2010-04-16,10,0.01,0.01
2010-04-16,11,0.01,0.01
2010-04-16,12,0.01,0.01
2010-04-16,13,0.01,0.01
2010-04-16,14,0.01,0.01
2010-04-16,15,0.01,0.01
2010-04-16,16,0.01,0.01
2010-04-16,17,0.01,0.01
2010-04-16,18,0.01,0.01
2010-04-16,19,0.01,0.01
2010-04-16,20,0.01,0.01
2010-04-16,21,0.01,0.01
2010-04-16,22,0.01,0.01
2010-04-16,23,0.01,0.01
2010-04-16,24,0.01,0.01
2010-04-17,1,0.01,0.01
2010-04-17,2,0.01,0.01
2010-04-17,3,0.01,0.01
2010-04-17,4,0.01,0.01
2010-04-17,5,0.01,0.01
2010-04-17,6,0.01,0.01
2010-04-17,7,0.01,0.01
2010-04-17,8,0.01,0.01
2010-04-17,9,0.01,0.01
2010-04-17,10,0.01,0.011
2010-04-17,11,0.01,0.01
2010-04-17,12,0.01,0.01
2010-04-17,13,0.01,0.01
2010-04-17,14,0.01,0.01
2010-04-17,15,0.01,0.01
2010-04-17,16,0.01,0.01
2010-04-17,17,0.01,0.01
2010-04-17,18,0.01,0.01
2010-04-17,19,0.01,0.01
2010-04-17,20,0.01,0.01
2010-04-17,21,0.01,0.013
2010-04-17,22,0.01,0.01
2010-04-17,23,0.01,0.01
2010-04-17,24,0.011,0.011
2010-04-18,1,0.011,0.011
2010-04-18,2,0.01,0.011
2010-04-18,3,0.01,0.01
2010-04-18,4,0.052,0.222
2010-04-18,5,0.391,0.728
2010-04-18,6,0.114,0.404
2010-04-18,7,0.01,0.011
2010-04-18,8,0.01,0.01
2010-04-18,9,0.022,0.09
2010-04-18,10,0.089,0.091
2010-04-18,11,0.081,0.084
2010-04-18,12,0.08,0.249
2010-04-18,13,0.01,0.026
2010-04-18,14,0.01,0.01
2010-04-18,15,0.01,0.01
2010-04-18,16,0.01,0.01
2010-04-18,17,0.01,0.01
2010-04-18,18,0.01,0.01
2010-04-18,19,0.01,0.01
2010-04-18,20,0.01,0.01
2010-04-18,21,0.01,0.01
2010-04-18,22,0.01,0.01
2010-04-18,23,0.01,0.01
2010-04-18,24,0.01,0.01
2010-04-19,1,0.01,0.01
2010-04-19,2,0.01,0.011
2010-04-19,3,0.01,0.01
2010-04-19,4,0.01,0.01
2010-04-19,5,0.01,0.01
2010-04-19,6,0.01,0.01
2010-04-19,7,0.01,0.01
2010-04-19,8,0.01,0.01
2010-04-19,9,0.01,0.01
2010-04-19,10,0.01,0.01
2010-04-19,11,0.01,0.01
2010-04-19,12,0.01,0.01
2010-04-19,13,0.01,0.01
2010-04-19,14,0.01,0.146
2010-04-19,15,0.01,0.083
2010-04-19,16,0.01,0.01
2010-04-19,17,0.01,0.01
2010-04-19,18,0.01,0.01
2010-04-19,19,0.01,0.01
2010-04-19,20,0.01,0.01
2010-04-19,21,0.01,0.01
2010-04-19,22,0.01,0.01
2010-04-19,23,0.01,0.01
2010-04-19,24,0.01,0.01
2010-04-20,1,0.01,0.01
2010-04-20,2,0.01,0.01
2010-04-20,3,0.01,0.01
2010-04-20,4,0.01,0.01
